Id,Empirical research specificity,Word / Pattern,Category name,Subitem category (functional role of sentence ( flow logic),Sensitivity to Additional Parameter,Sensitivity to Additional Parameter,Subitem category (functional role of sentence              ( flow logic),Sensitivity to Additional Parameter,Weight - TBD by Machine,Category number,Status,MarkerTypeId,comment,Description
7133,,appropriate,core/salient,,,,,,,6,0,6,,NULL
5331,,appropriate for,core/salient,,,,,,,6,0,13,,NULL
151,,appropriately,core/salient,,,,,,,6,0,6,,NULL
Sep13,,approximate,core/salient,,,,,,,6,,,,
6343,,approximately,core/salient,,,,,,,6,0,6,,NULL
Sep13,,arbitrary,core/salient,,,,,,,6,,,,
Sep13,,architecture,core/salient,,,,,,,6,,,,
4749,,are a form of,explanations / definitions,,,,,,,20,0,20,NULL,NULL
4731,,are a type of,explanations / definitions,,,,,,,20,0,20,NULL,NULL
4720,,are called,explanations / definitions,,,,,,,20,0,20,NULL,NULL
1379,,are common,core/salient,,,,,,,6,0,13,,NULL
4709,,are commonly considered as,explanations / definitions,,,,,,,20,0,20,NULL,are * considered as
7318,,are concerned with,explanations / definitions,,,,,,,20,0,20,NULL,NULL
4735,,are considered,core/salient,,,,,,,6,1,6,,NULL
4736,,are considered to be,explanations / definitions,,,,,,,20,0,20,NULL,NULL
6582,,are essentially,explanations / definitions,,,,,,,20,0,20,NULL,NULL
4836,,are known as,explanations / definitions,,,,,,,20,1,20,NULL,** known as
4738,,are often called,explanations / definitions,,,,,,,20,1,20,NULL,are * called
5692,,are presented,navigation,,,,,,,15,0,15,NULL,* presented
4828,,are referred to as,explanations / definitions,,,,,,,20,1,20,NULL,NULL
7313,,are significant,consequence / result,,,,,,,9,1,9,NULL,NULL
169,,are still not completely understood,problem statement,problem statement,,if appears in Introduction section,,,,30,1,6,,NULL
7643,,are summarized,summary,summary,,,,,,7,1,7,NULL,* summarized
7242,,are those situations in which,explanations / definitions,,,,,,,20,1,20,NULL,NULL
4737,,are usually defined as,explanations / definitions,,,,,,,20,1,20,NULL,are * defined as
4811,,are ways of,explanations / definitions,,,,,,,20,1,20,NULL,NULL
6851,,are ways to,explanations / definitions,,,,,,,20,1,20,NULL,NULL
2795,,are well-known,core/salient,,,,,,,6,0,6,,NULL
4739,,are...that,explanations / definitions,,,,,,,20,1,20,NULL,are *** that
4740,,are...which,explanations / definitions,,,,,,,20,1,20,NULL,are *** which
170,,area of,core/salient,,,,,,,6,0,6,,NULL
171,,area of difficulty,core/salient,,,,,,,6,1,6,,NULL
172,,areas for further research,recommendation ,future research,,if appears in Conclusion section,,,,6,1,6,,NULL
Sep13,,areas for improvement,core/salient,,,,,,,6,,,,
Sep13,,arguably,core/salient,,,,,,,6,,,,
4389,,arguably though..,change in direction,,,,,,,16,1,16,NULL,NULL
3683,,"arguably, though..",change in direction,,,,,,,16,1,16,NULL,NULL
4589,,argue,reporting,,,,,,,18,1,18,NULL,argue% *
173,,argue for,core/salient,,,,,,,6,1,6,,NULL
174,,argue strongly for,core/salient,,,,,,,6,0,6,,NULL
4590,,argue that,reporting,,,,,,,18,1,18,NULL,argue% that
Sep13,,argued,core/salient,,,,,,,6,,,,
4632,,argued that,reporting,,,,,,,18,1,18,NULL,argue% that
176,,argues constantly for,core/salient,,,,,,,6,0,6,,argue% * for
5986,,argues that,reporting,,,,,,,18,1,18,NULL,argue% that
5824,,arguing against,core/salient,,,,,,,6,1,6,,NULL
4447,,argument against,core/salient,,,,,,,6,1,6,,argument% against
177,,argument for,core/salient,,,,,,,6,1,6,,NULL
,,areas for further research,core/salient,,,,,,,6,,,,
4930,,argument would be stronger if,conclusion,conclusion,,,,,,21,1,21,NULL,argument% * be ** if
7231,,arguments,core/salient,,,,,,,6,1,6,,NULL
175,,arguments against,core/salient,,,,,,,6,1,6,,argument% against
Sep13,,arise,core/salient,,,,,,,6,,,,
3285,,arise from,consequence / result,,,,,,,9,1,9,NULL,arise% * from
179,,arise mainly from,consequence / result,,,,,,,9,1,9,NULL,NULL
6334,,arose,core/salient,,,,,,,6,0,6,,NULL
3286,,arose from,consequence / result,,,,,,,9,1,9,NULL,NULL
3289,,as a  result,consequence / result,,,,,,,9,1,9,NULL,NULL
3290,,as a  result of,consequence / result,,,,,,,9,1,9,NULL,NULL
Sep13,,as a consequence,consequence / result,,,,,,,9,,,,
Sep13,,as a corollary,core/salient,,,,,,,6,,,,
3291,,as a direct consequence,consequence / result,,,,,,,9,1,9,NULL,as a * consequence
3288,,as a direct result,consequence / result,,,,,,,9,1,9,NULL,as ** result
Sep13,,as a function of,core/salient,,,,,,,6,,,,
Sep13,,as a logical conclusion,conclusion,,,,,,,21,,,,
182,,as a means to,core/salient,,,,,,,6,0,6,,NULL
3295,,as a result,consequence / result,,,,,,,9,1,9,NULL,NULL
3296,,as a result of,consequence / result,,,,,,,9,1,9,NULL,NULL
6853,,as a rule,explanations / definitions,,,,,,,20,1,20,NULL,in the beginning of sentence = explanation
4744,,"as a rule,",explanations / definitions,,,,,,,20,1,20,NULL,"as a rule,"
Sep13,,as a starting point,navigation,,,,,,,15,,,,
4745,,as a way to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,as against,comparison,,,,,,,17,,,,
4689,,as an example,example,,,,,,,19,1,19,NULL,NULL
Sep13,,as an instance of,example,,,,,,,19,,,,
4186,,as argued above,navigation,,,,,,,15,0,15,NULL,as argued *
Sep13,,as basis of,core/salient,,,,,,,6,,,,
3544,,as before,time/sequence,,,,,,,12,1,12,NULL,NULL
4746,,as can be seen,core/salient,,,,,,,6,0,6,,NULL
4088,,as can be seen later,navigation,,,,,,,15,0,15,NULL,as can be seen *
1824,,as commonly believed,core/salient,,,,,,,6,0,6,,NULL
4493,,as compared to,comparison,,,,,,,17,1,17,NULL,NULL
4747,,as defined,explanations / definitions,,,,,,,20,1,20,NULL,NULL
4089,,as defined above,navigation,,,,,,,15,0,15,NULL,as defined *
4748,,as defined in,explanations / definitions,,,,,,,20,1,20,NULL,NULL
7644,,as depicted in Figure,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,as evidence,core/salient,,,,,,,6,,,,
Sep13,,as evidenced,core/salient,,,,,,,6,,,,
5369,,as evidenced by,core/salient,,,,,,,6,1,6,,NULL
Sep13,,as expected,core/salient,,,,,,,6,,,,
Sep13,,as explained,core/salient,,,,,,,6,,,,
Sep13,,as explained in,core/salient,,,,,,,6,,,,
Sep13,,as far as,core/salient,,,,,,,6,,,,
Sep13,,as far as  we know,core/salient,,,,,,,6,,,,
Sep13,,as far as I know,core/salient,,,,,,,6,,,,
Sep13,,as far as possible,core/salient,,,,,,,6,,,,
Sep13,,as far as we are aware,core/salient,,,,,,,6,,,,
3679,,as far as we know,core/salient,,,,,,,6,0,13,,NULL
7040,,as follows,core/salient,,,,,,,6,1,6,,TRIGGERS LINE BREAK bite size
Sep13,,as for,core/salient,,,,,,,6,,,,
Sep13,,as frequently,core/salient,,,,,,,6,,,,
4101,,as has been demonstrated previously,navigation,,,,,,,15,0,15,NULL,NULL
7993,,as hypothesized,hypothesis/research question  ,research question,self ref,deictic work ref,,,,25,1,25,NULL,NULL
Sep13,,as if,core/salient,,,,,,,6,,,,
7653,,as illustrated in Figure,navigation,,,,,,,15,0,15,NULL,NULL
4462,,as in,comparison,,,,,,,17,0,17,NULL,NULL
Sep13,,as indicated,core/salient,,,,,,,6,,,,
Sep13,,as it turned out,core/salient,,,,,,,6,,,,
187,,as long as,condition,,,,,,,24,1,24,NULL,NULL
83,,as many,core/salient,,,,,,,6,0,6,,almost * as many
188,,as much as,core/salient,,,,,,,6,1,6,,NULL
Sep13,,as much as possible,core/salient,,,,,,,6,,,,
4105,,as noted above,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,as noted earlier,navigation,,,,,,,15,,,,
4484,,as opposed to,comparison,,,,,,,17,1,17,NULL,NULL
4106,,as predicted,hypothesis/research question  ,research question,self ref,deictic work ref,,,,26,0,25,NULL,as * predicted
4107,,as previously discussed,navigation,,,,,,,15,0,15,NULL,NULL
190,,as revealed by,core/salient,,,,,,,6,0,6,,NULL
4108,,as reviewed in,navigation,,,,,,,15,0,15,NULL,NULL
6860,,as seen in Fig.,navigation,,,,,,,15,0,15,NULL,NULL
4085,,as seen in Table,navigation,,,,,,,15,0,15,NULL,as seen in *
4109,,as seen previously,navigation,,,,,,,15,0,15,NULL,as seen *
4111,,as shown,navigation,,,,,,,15,0,15,NULL,NULL
4102,,as shown above,navigation,,,,,,,15,0,15,NULL,as shown *
4110,,as shown before,navigation,,,,,,,15,0,15,NULL,NULL
6626,,as shown below,navigation,,,,,,,15,0,15,NULL,as * shown below
5715,,as shown by,core/salient,,,,,,,6,0,6,,NULL
7447,,as shown by decreased,conclusion,,,,,,,21,1,21,NULL,NULL
7349,,as shown by many experiments,conclusion,,,,,,,21,1,21,NULL,as shown by many * experiments
4112,,as shown in,navigation,,,,,,,15,0,15,NULL,NULL
4113,,as shown previously,navigation,,,,,,,15,0,15,NULL,as shown *
3546,,as soon as,time/sequence,,,,,,,12,1,12,NULL,NULL
Sep13,,as such,core/salient,,,,,,,6,,,,
5539,,as summarized by,core/salient,,,,,,,6,1,6,,as summarized by
Sep13,,as the basis for,core/salient,,,,,,,6,,,,
Sep13,,as to,core/salient,,,,,,,6,,,,
192,,as to whether,core/salient,,,,,,,6,0,6,,NULL
4094,,as was demonstrated in,navigation,,,,,,,15,0,15,NULL,NULL
193,,as was shown,core/salient,,,,,,,6,0,6,,NULL
194,,as was shown by,core/salient,,,,,,,6,0,6,,NULL
4095,,as we described,navigation,,,,,,,15,0,15,NULL,as we described *
6623,,as we described previously,navigation,,,,,,,15,0,15,NULL,as * described previously
3682,,as we expected,core/salient,,,,,,,6,0,13,,NULL
4750,,as we explained,navigation,,,,,,,15,0,15,NULL,as we explained *
4115,,as we have seen,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,as we noted,core/salient,,,,,,,6,,,,
Sep13,,as we noted above,navigation,,,,,,,15,,,,
6931,,as we saw,navigation,,,,,,,15,0,15,NULL,NULL
6930,,as we saw above,navigation,,,,,,,15,0,15,NULL,as we saw *
4116,,as we saw earlier,navigation,,,,,,,15,0,15,NULL,NULL
4117,,as we saw earlier in this chapter,navigation,,,,,,,15,0,15,NULL,as we saw * in this *
6685,,as we shall see below,navigation,,,,,,,15,0,15,NULL,NULL
4119,,as we shall see in this,navigation,,,,,,,15,0,15,NULL,as we shall see * in this *
4118,,as we shall see later,navigation,,,,,,,15,0,15,NULL,as we shall see *
4120,,as we shall show in,navigation,,,,,,,15,0,15,NULL,NULL
Sep13,,as we will, core/salient,,,,,,,6,,,,
Sep13,,as we will see in,navigation,,,,,,,15,,,,
4121,,as we will see later,navigation,,,,,,,15,0,15,NULL,as we shall see later
Sep13,,as well,core/salient,,,,,,,6,,,,
4059,,as well as,additive,,,,,,,14,1,14,NULL,NULL
4096,,as will be demonstrated,navigation,,,,,,,15,0,15,NULL,NULL
4091,,as will be described later,navigation,,,,,,,15,0,15,NULL,NULL
4099,,as will be explained,navigation,,,,,,,15,0,15,NULL,NULL
4092,,as will be shown,navigation,,,,,,,15,0,15,NULL,NULL
3536,,as yet,time/sequence,,,,,,,12,1,12,NULL,NULL
196,,as yet no,problem statement,,if in intro section,,,,,30,1,6,,NULL
3298,,ascribed to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,ascribe%  to
Sep13,,aside from,core/salient,,,,,,,6,,,,
4591,,ask,reporting,,,,,,,18,1,18,NULL,ask%
,,as yet no,core/salient,,,,,,,6,,,,
Sep13,,ask ourselves,general/rhetorical question,question ,if no self ref,if no deictic work ref,,,,26,,,,
4592,,ask that,reporting,,,,,,,18,1,18,NULL,ask% that
Sep13,,ask yourself,general/rhetorical question,question ,if no self ref,if no deictic work ref,,,,26,,,,
199,,aspect,core/salient,,,,,,,6,0,6,,NULL
200,,aspect in,core/salient,,,,,,,6,0,6,,NULL
201,,aspect of,core/salient,,,,,,,6,0,6,,NULL
Sep13,,aspects,core/salient,,,,,,,6,,,,
5931,,aspects of,core/salient,,,,,,,6,0,6,,aspect% of
4593,,asserted that,reporting,,,,,,,18,1,18,NULL,assert% that
6004,,assertions that,core/salient,,,,,,,6,0,6,,NULL
Sep13,,assess,core/salient,,,,,,,6,,,,
Sep13,,assess the extent to which,core/salient,,,,,,,6,,,,
6047,,assessing,core/salient,,,,,,,6,0,6,,assessing *
6172,,assessment,core/salient,,,,,,,6,0,6,,assessment%
5969,,assigned to,core/salient,,,,,,,6,0,6,,NULL
5366,,assist,core/salient,,,,,,,6,1,6,,NULL
6747,,assistance,core/salient,,,,,,,6,1,6,,NULL
3409,,assisted,core/salient,,,,,,,6,1,6,,assist%
6138,,associated to,consequence / result,,,,,,,9,1,9,NULL,NULL
5834,,associated with,core/salient,,,,,,,6,1,6,,NULL
Sep13,,association,core/salient,,,,,,,6,,,,
Sep13,empirical ,association between,conclusion,,,,,,,21,,,,
5832,,association of,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,associations between,conclusion,,,,,,,21,,,,
4594,,assume,assumption,,,,,,,28,1,13,,NULL
202,,assume that,assumption,,,,,,,28,1,13,,NULL
1460,,assumed that,assumption,,,,,,,28,1,13,,NULL
6199,,assumed to be,assumption,,,,,,,28,1,13,,assume to be *
4751,,assumes  that,assumption,,,,,,,28,1,13,,assume% that
5287,,assuming that,assumption,,,,,,,28,1,13,,assuming that
6200,,assumption,assumption,,,,,,,28,1,13,,assumption%
4596,,assumption is,assumption,,,,,,,28,1,6,,* assumption is
5377,,assumption of,assumption,,,,,,,28,1,6,,assumption *
5378,,assumption that,assumption,,,,,,,28,1,6,,assumption% that
6961,,assumptions,assumption,,,,,,,28,1,6,,NULL
4752,,assumptions underlying,assumption,,,,,,,28,1,6,,NULL
4597,,assumptions were,assumption,,,,,,,28,1,6,,* assumptions were
7119,,asymmetric,core/salient,,,,,,,6,1,6,,NULL
7146,,asymmetries,core/salient,,,,,,,6,1,6,,NULL
7118,,asymmetry,core/salient,,,,,,,6,1,6,,NULL
203,,at all costs,core/salient,,,,,,,6,1,6,,NULL
7105,,at all times,core/salient,,,,,,,6,1,6,,NULL
204,,at any cost,core/salient,,,,,,,6,1,6,,NULL
7166,,at any point in time,time/sequence,,,,,,,12,1,12,NULL,at any * point in time
3548,,at first,time/sequence,,,,,,,12,1,12,NULL,NULL
3549,,at last,time/sequence,,,,,,,12,1,12,NULL,NULL
205,,at least,core/salient,,,,,,,6,1,6,,NULL
206,,at least partially,core/salient,,,,,,,6,1,6,,NULL
Sep13,,at least some support,core/salient,,,,,,,6,,,,
Sep13,,at most,core/salient,,,,,,,6,,,,
Sep13,,at risk,core/salient,,,,,,,6,,,,
Sep13,,at risk for,core/salient,,,,,,,6,,,,
6533,,at risk of,core/salient,,,,,,,6,1,6,,NULL
Sep13,,at that time,time/sequence,,,,,,,12,,,,
3550,,at the beginning of,time/sequence,,,,,,,12,1,12,NULL,NULL
4123,,at the beginning of this chapter,navigation,,,,,,,15,0,15,NULL,at the beginning of this *
208,,at the core of,attention flagger,,,,,,,29,1,6,,NULL
3553,,at the end of,time/sequence,,,,,,,12,1,12,NULL,NULL
4125,,at the end of each chapter,navigation,,,,,,,15,0,15,NULL,at the end of **
3169,,at the end of the day,summary,summary,,,,,,7,0,7,NULL,NULL
4126,,at the end of the last chapter,navigation,,,,,,,15,0,15,NULL,at the end of the **
4127,,at the end of this,navigation,,,,,,,15,0,15,NULL,NULL
4282,,at the end of this chapter,navigation,,,,,,,15,0,15,NULL,NULL
3687,,at the expense of,core/salient,,,,,,,6,1,13,,NULL
212,,at the heart of,attention flagger,,,,,,,29,0,6,,NULL
214,,at the other end of the,comparison,,,,,,,17,1,17,NULL,NULL
Sep13,,at the outset,time/sequence,,,,,,,12,,,,
215,,at the rate of,core/salient,,,,,,,6,1,6,,NULL
7140,,at the same time,time/sequence,,,,,,,12,1,12,NULL,NULL
3554,,at the time,time/sequence,,,,,,,12,1,12,NULL,NULL
216,,at the top,core/salient,,,,,,,6,0,6,,NULL
Sep13,,at this date,time/sequence,,,,,,,12,,,,
Sep13,,at this moment,time/sequence,,,,,,,12,,,,
Sep13,,at this point,time/sequence,,,,,,,12,,,,
217,,at this stage,time/sequence,,,,,,,12,1,12,NULL,NULL
Sep13,,at-risk,core/salient,,,,,,,6,,,,
Sep13,,attach,core/salient,,,,,,,6,,,,
6039,,attack,core/salient,,,,,,,6,1,6,,NULL
6393,,attain,core/salient,,,,,,,6,1,6,,attain%
6394,,attained,core/salient,,,,,,,6,1,6,,attained
5943,,attaining,core/salient,,,,,,,6,1,6,,NULL
219,,attempt,core/salient,,,,,,,6,1,6,,NULL
220,,attempt to,core/salient,,,,,,,6,1,6,,NULL
221,,attempt to establish a link between,purpose - own,,self ref and/or deictic work ref,if self ref and deictic reference  in the Introduction,,,,23,1,23,NULL,NULL
222,,attempt to fill,core/salient,,,,,,,6,1,6,,NULL
223,,attempt to fill this gap between,purpose - own,,self ref and/or deictic work ref,if  in the Introduction section,,,,22,1,22,NULL,NULL
Sep13,,attempted,core/salient,,,,,,,6,,,,
951,,attempts,core/salient,,,,,,,6,1,6,,NULL
,,attempt to fill this gap between,problem statement,,,if in the introduction ,,,,30,,,,
Sep13,,attempts should be made,recommendation ,recommendation,,,,,,31,,,,
224,,attention,core/salient,,,,,,,6,1,6,,NULL
Sep13,,attention has been paid to,core/salient,,,,,,,6,,,,
225,,attention to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,attenuated,core/salient,,,,,,,6,,,,
Sep13,,attenuation,core/salient,,,,,,,6,,,,
6760,,attitude,core/salient,,,,,,,6,0,6,,attitude%
Sep13,,attractive,core/salient,,,,,,,6,,,,
3410,,attributable to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
Sep13,,attribute,core/salient,,,,,,,6,,,,
226,,attributed to,cause/reason,,,,,,,10,1,10,expression and all words that come after the expression are red expression two fonts bigger program underlines the expression program bolds the expression  expression can start with a small or capital letter,NULL
Sep13,,attrition,core/salient,,,,,,,6,,,,
227,,atypical,core/salient,,,,,,,6,1,6,,NULL
Sep13,,Augment,core/salient,,,,,,,6,,,,
4028,,author's position,core/salient,,,,,,,6,1,13,,NULL
Sep13,,automate,core/salient,,,,,,,6,,,,
7642,,automatically,core/salient,,,,,,,6,0,6,,NULL
6250,,availability,core/salient,,,,,,,6,0,6,,NULL
228,,available,core/salient,,,,,,,6,0,6,,NULL
Sep13,,available evidence,core/salient,,,,,,,6,,,,
Sep13,,available evidence strongly indicates,conclusion,conclusion,,,,,,21,,,,
4279,empirical ,available research supports these findings,conclusion,conclusion,,,,,,21,1,21,NULL,available * support% these findings
Sep13,,avenue for improvement,recommendation ,,,,,,,31,,,,
Sep13,,avenues for improvement,recommendation ,,,,,,,31,,,,
Sep13,,avenues of future,recommendation ,,,,,,,31,,,,
Sep13,,avenues of future research,recommendation ,,,,,,,31,,,,
230,,average,core/salient,,,,,,,6,1,6,,average%
231,empirical ,average mean,core/salient,,,,,,,6,1,6,,NULL
232,,average of,core/salient,,,,,,,6,1,6,,NULL
233,,avoid,core/salient,,,,,,,6,1,6,,avoid%
234,,avoid the need to,core/salient,,,,,,,6,1,6,,NULL
Sep13,,avoided,core/salient,,,,,,,6,,,,
Sep13,,avoids,core/salient,,,,,,,6,,,,
235,,aware,core/salient,,,,,,,6,1,6,,NULL
236,,awareness,core/salient,,,,,,,6,1,6,,NULL
Sep13,,awkward,core/salient,,,,,,,6,,,,
Sep13,,back-up,core/salient,,,,,,,6,,,,
Sep13,,backup,core/salient,,,,,,,6,,,,
Sep13,,bad,core/salient,,,,,,,6,,,,
Sep13,,badly,core/salient,,,,,,,6,,,,
237,,barrier,core/salient,,,,,,,6,1,6,,NULL
6863,,barriers,core/salient,,,,,,,6,1,6,,NULL
238,,base,core/salient,,,,,,,6,1,6,,NULL
Sep13,empirical ,base-line,core/salient,,,,,,,6,,,,
Sep13,,based,core/salient,,,,,,,6,,,,
239,,based largely on,core/salient,,,,,,,6,1,6,,NULL
Sep13,,based mainly on,core/salient,,,,,,,6,,,,
4732,,based on,core/salient,,,,,,,6,1,6,,NULL
247,,based on previous,core/salient,,,,,,,6,1,6,,based on *
246,,based on surveys of,core/salient,,,,,,,6,1,6,,NULL
4754,,based on the assumption that,assumption,,,,,,,28,1,6,,NULL
Sep13,,based on these,assumption,,,,,,,28,,,,
4933,,based on these findings we conclude that,conclusion,conclusion,,,,,,21,1,21,NULL,based on these * we conclude that
4932,,based on these results it can be concluded that,conclusion,conclusion,,,,,,21,1,21,NULL,based on these * it can be concluded that
Sep13,,based on this,conclusion,conclusion,,,,,,28,,,,
Sep13,,based only on,core/salient,,,,,,,6,,,,
